0x007C,74,开路电压充电SOC对照表10,OCV_CH_TABLE10,uint16_t,,W,mV,0x0C99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0080,75,开路电压充电SOC对照表11,OCV_CH_TABLE11,uint16_t,,W,mV,0x0C9D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0084,76,开路电压充电SOC对照表12,OCV_CH_TABLE12,uint16_t,,W,mV,0x0CA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0088,77,开路电压充电SOC对照表13,OCV_CH_TABLE13,uint16_t,,W,mV,0x0CA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x008C,78,开路电压充电SOC对照表14,OCV_CH_TABLE14,uint16_t,,W,mV,0x0CB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0090,79,开路电压充电SOC对照表15,OCV_CH_TABLE15,uint16_t,,W,mV,0x0CBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0094,80,开路电压充电SOC对照表16,OCV_CH_TABLE16,uint16_t,,W,mV,0x0CCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0098,81,开路电压充电SOC对照表17,OCV_CH_TABLE17,uint16_t,,W,mV,0x0CD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x009C,82,开路电压充电SOC对照表18,OCV_CH_TABLE18,uint16_t,,W,mV,0x0CD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00A0,83,开路电压充电SOC对照表19,OCV_CH_TABLE19,uint16_t,,W,mV,0x0CD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00A4,84,开路电压充电SOC对照表20,OCV_CH_TABLE20,uint16_t,,W,mV,0x0D02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00A8,85,开路电压静置SOC对照表0,OCV_NC_TABLE0,uint16_t,,W,mV,0x0AF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00AC,86,开路电压静置SOC对照表1,OCV_NC_TABLE1,uint16_t,,W,mV,0x0C0E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00B0,87,开路电压静置SOC对照表2,OCV_NC_TABLE2,uint16_t,,W,mV,0x0C38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00B4,88,开路电压静置SOC对照表3,OCV_NC_TABLE3,uint16_t,,W,mV,0x0C4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x01B8,89,开路电压静置SOC对照表4,OCV_NC_TABLE4,uint16_t,,W,mV,0x0C62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x01BC,90,开路电压静置SOC对照表5,OCV_NC_TABLE5,uint16_t,,W,mV,0x0C72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00C0,91,开路电压静置SOC对照表6,OCV_NC_TABLE6,uint16_t,,W,mV,0x0C7E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00C4,92,开路电压静置SOC对照表7,OCV_NC_TABLE7,uint16_t,,W,mV,0x0C87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00C8,93,开路电压静置SOC对照表8,OCV_NC_TABLE8,uint16_t,,W,mV,0x0C8E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00CC,94,开路电压静置SOC对照表9,OCV_NC_TABLE9,uint16_t,,W,mV,0x0C93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00D0,95,开路电压静置SOC对照表10,OCV_NC_TABLE10,uint16_t,,W,mV,0x0C99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00D4,96,开路电压静置SOC对照表11,OCV_NC_TABLE11,uint16_t,,W,mV,0x0C9D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00D8,97,开路电压静置SOC对照表12,OCV_NC_TABLE12,uint16_t,,W,mV,0x0CA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00DC,98,开路电压静置SOC对照表13,OCV_NC_TABLE13,uint16_t,,W,mV,0x0CA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00E0,99,开路电压静置SOC对照表14,OCV_NC_TABLE14,uint16_t,,W,mV,0x0CB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00E4,100,开路电压静置SOC对照表15,OCV_NC_TABLE15,uint16_t,,W,mV,0x0CBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00E8,101,开路电压静置SOC对照表16,OCV_NC_TABLE16,uint16_t,,W,mV,0x0CCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00EC,102,开路电压静置SOC对照表17,OCV_NC_TABLE17,uint16_t,,W,mV,0x0CD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00F0,103,开路电压静置SOC对照表18,OCV_NC_TABLE18,uint16_t,,W,mV,0x0CD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00F4,104,开路电压静置SOC对照表19,OCV_NC_TABLE19,uint16_t,,W,mV,0x0CD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x00F8,105,开路电压静置SOC对照表20,OCV_NC_TABLE20,uint16_t,,W,mV,0x0D02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Device
info",0x1800,0x0000,106,固件版本号,BMS_FW_VER,,,,,,BMS Firmware version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,107,MCU芯片型号,MCU_CHIP_MODEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,108,AFE芯片型号,AFE_CHIP_MODEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE参数,0x1A00,0x0000,109,AFE电芯接入模式,AFE_VCELL_MODE,uint16_t,,W,,0x00FF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,110,AFE充电时允许均衡最低电芯电压,AFE_CB_MIN_CELLV_CHG,int16_t,,W,mV,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,111,AFE充电时开启均衡最小压差,AFE_CB_MIN_DELTA_CHG,uint8_t,,W,mV,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,112,AFE充电时结束均衡压差,AFE_CB_STOP_DELTA_CHG,uint8_t,,W,mV,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0010,113,AFE静置时允许均衡最低电芯电压,AFE_CB_MIN_CELLV_RLX,int16_t,,W,mV,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0014,114,AFE静置时开启均衡最小压差,AFE_CB_MIN_DELTA_RLX,uint8_t,,W,mV,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0018,115,AFE静置时结束均衡压差,AFE_CB_STOP_DELTA_RLX,uint8_t,,W,mV,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x001C,116,AFE电流测量通道1增益,AFE_CHANNEL1_CURR_GAIN,float,,W,,37.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0020,117,AFE电流测量通道2增益,AFE_CHANNEL2_CURR_GAIN,uint16_t,,W,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实时数据,0x2000,cell电芯,0x2000,0x0000,118,电芯电压0,CELL0_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,119,电芯电压1,CELL1_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,120,电芯电压2,CELL2_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,121,电芯电压3,CELL3_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0010,122,电芯电压4,CELL4_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0014,123,电芯电压5,CELL5_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0018,124,电芯电压6,CELL6_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x001C,125,电芯电压7,CELL7_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0020,126,电芯电压8,CELL8_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0024,127,电芯电压9,CELL9_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0028,128,电芯电压10,CELL10_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x002C,129,电芯电压11,CELL11_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0030,130,电芯电压12,CELL12_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0034,131,电芯电压13,CELL13_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0038,132,电芯电压14,CELL14_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x003C,133,电芯电压15,CELL15_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0040,134,电芯电压最大值,CELL_MAX_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0044,135,电芯电压最小值,CELL_MIN_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0048,136,电芯平均电压,CELL_AVG_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x004C,137,最大压差,CELL_MAX_DIFF_VOLT,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0050,138,最大电压电芯编号,CELL_MAX_VOLT_INDEX,uint8_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0054,139,最小电压电芯编号,CELL_MIN_VOLT_INDEX,uint8_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0058,140,电芯温度0,CELL0_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x005C,141,电芯温度1,CELL1_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0060,142,电芯温度2,CELL2_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0064,143,电芯温度3,CELL3_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0068,144,电芯温度最大值,CELL_MAX_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x006C,145,电芯温度最小值,CELL_MIN_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0070,146,电芯平均温度,CELL_AVG_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0074,147,电芯最大温差,CELL_MAX_DIFF_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0078,148,最大温度电芯编号,CELL_MAX_TEMP_INDEX,uint8_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x007C,149,最小温度电芯编号,CELL_MIN_TEMP_INDEX,uint8_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0080,150,正在均衡的电芯数量,BALANCED_CELL_COUNT,uint8_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
电池,0x2200,0x0000,151,电池电压,BATTERY_VOLT,int32_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,152,正极端子温度,POSITIVE_TERMINAL_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,153,负极端子温度,NEGATIVE_TERMINAL_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,154,正极电池连接器温度,POSITIVE_BATTERY_CONNECTOR_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0010,155,负极电池连接器温度0,NEGATIVE_BATTERY_CONNECTOR_TEMP0,int16_t,,R,,,正负极端子温度，正负极电池连接器温度（负极2个）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0014,156,负极电池连接器温度1,NEGATIVE_BATTERY_CONNECTOR_TEMP1,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0028,157,电池最大温度,BAT_TEMP_MAX,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x002C,158,电池平均温度,BAT_TEMP_AVERAGE,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0030,159,电池最大温度编号,BAT_TEMP_MAX_INDEX,uint8_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0018,160,电池循环次数,BATTERY_CYCLE_TIMES,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x001C,161,SOH,BATTERY_SOH,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0020,162,SOC,BATTERY_SOC,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
开关板,0x2400,0x0000,163,电流测量值0,CURRENT_VALUE0,int32_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0004,164,电流测量值1,CURRENT_VALUE1,int32_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0008,165,电流平均值,CURRENT_AVERAGE,int32_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000C,166,电流测量值偏差值,CURRENT_DIFF_VALUE,int32_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0010,167,电流测量值偏差百分比,CURRENT_DIFF_PERCENT,uint16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0014,168,电流方向,CURRENT_DIRECTION,int32_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0018,169,放电MOS管组温度,DCH_MOS_GROP_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x001C,170,充电MOS管组温度,CH_MOS_GROP_TEMP,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0020,171,MOS平均温度,MOS_TEMP_AVERAGE,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0024,172,MOS最大温度,MOS_TEMP_MAX,int16_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0028,173,MOS最大温度编号,MOS_TEMP_MAX_INDEX,uint8_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x002C,174,充电MOS开关状态,CH_MOS_SWITCH_STATUS,int32_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0030,175,放电MOS开关状态,DCH_MOS_SWITCH_STATUS,int32_t,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
